Название улицы,Длина,Начальные координаты,Конечные координаты
,59.585,"(80.2452066, 50.4065333)","(80.2451599, 50.4061243)"
,79.811,"(80.2415788, 50.4532252)","(80.2405231, 50.4529735)"
,40.598,"(80.2415788, 50.4532252)","(80.2417833, 50.4528841)"
,43.786,"(80.2415788, 50.4532252)","(80.2413583, 50.4535931)"
,79.811,"(80.2405231, 50.4529735)","(80.2415788, 50.4532252)"
,35.649,"(80.2405231, 50.4529735)","(80.2406713, 50.4526671)"
,41.866,"(80.2405231, 50.4529735)","(80.2403371, 50.4533309)"
,40.598,"(80.2417833, 50.4528841)","(80.2415788, 50.4532252)"
,82.344,"(80.2417833, 50.4528841)","(80.2406713, 50.4526671)"
,14.779,"(80.2417833, 50.4528841)","(80.2419829, 50.452923)"
Карагайлы мкр.,49.14,"(80.2413583, 50.4535931)","(80.242002, 50.4537584)"
Карагайлы мкр.,77.957,"(80.2413583, 50.4535931)","(80.2403371, 50.4533309)"
,43.786,"(80.2413583, 50.4535931)","(80.2415788, 50.4532252)"
,14.779,"(80.2419829, 50.452923)","(80.2417833, 50.4528841)"
,33.238,"(80.2419829, 50.452923)","(80.2424161, 50.4530382)"
,178.055,"(80.2419829, 50.452923)","(80.2406713, 50.4526671)"
,82.344,"(80.2406713, 50.4526671)","(80.2417833, 50.4528841)"
,35.649,"(80.2406713, 50.4526671)","(80.2405231, 50.4529735)"
,178.055,"(80.2406713, 50.4526671)","(80.2419829, 50.452923)"
,33.238,"(80.2424161, 50.4530382)","(80.2419829, 50.452923)"
,100.07,"(80.2424161, 50.4530382)","(80.2429507, 50.4522051)"
,85.293,"(80.2424161, 50.4530382)","(80.242002, 50.4537584)"
Карагайлы мкр.,77.957,"(80.2403371, 50.4533309)","(80.2413583, 50.4535931)"
Карагайлы мкр.,43.893,"(80.2403371, 50.4533309)","(80.2397621, 50.4531833)"
,41.866,"(80.2403371, 50.4533309)","(80.2405231, 50.4529735)"
,63.223,"(80.2399569, 50.4527988)","(80.2391346, 50.4525771)"
,44.924,"(80.2399569, 50.4527988)","(80.2397621, 50.4531833)"
,50.587,"(80.2399569, 50.4527988)","(80.2401761, 50.4523658)"
,63.223,"(80.2391346, 50.4525771)","(80.2399569, 50.4527988)"
,45.985,"(80.2391346, 50.4525771)","(80.23893, 50.4529696)"
,45.858,"(80.2391346, 50.4525771)","(80.2393387, 50.4521857)"
Карагайлы мкр.,43.893,"(80.2397621, 50.4531833)","(80.2403371, 50.4533309)"
Карагайлы мкр.,63.524,"(80.2397621, 50.4531833)","(80.23893, 50.4529696)"
,44.924,"(80.2397621, 50.4531833)","(80.2399569, 50.4527988)"
,68.757,"(80.2406401, 50.4518999)","(80.2401761, 50.4523658)"
,50.587,"(80.2401761, 50.4523658)","(80.2399569, 50.4527988)"
,62.579,"(80.2401761, 50.4523658)","(80.2393387, 50.4521857)"
,68.757,"(80.2401761, 50.4523658)","(80.2406401, 50.4518999)"
,62.579,"(80.2393387, 50.4521857)","(80.2401761, 50.4523658)"
,45.858,"(80.2393387, 50.4521857)","(80.2391346, 50.4525771)"
,75.162,"(80.2393387, 50.4521857)","(80.2396858, 50.4515469)"
,75.162,"(80.2396858, 50.4515469)","(80.2393387, 50.4521857)"
,242.467,"(80.2396858, 50.4515469)","(80.2429507, 50.4522051)"
,73.766,"(80.2396858, 50.4515469)","(80.2386925, 50.4513467)"
,10.52,"(80.2424272, 50.4514775)","(80.2422871, 50.451446)"
,16.605,"(80.2424272, 50.4514775)","(80.242487, 50.4513331)"
,71.88300000000001,"(80.2424272, 50.4514775)","(80.2431331, 50.4519207)"
,63.482,"(80.2431331, 50.4519207)","(80.2434722, 50.4513922)"
,34.159,"(80.2431331, 50.4519207)","(80.2429507, 50.4522051)"
,71.88300000000001,"(80.2431331, 50.4519207)","(80.2424272, 50.4514775)"
,16.605,"(80.242487, 50.4513331)","(80.2424272, 50.4514775)"
,81.27699999999999,"(80.242487, 50.4513331)","(80.2414108, 50.4510992)"
,50.361999999999995,"(80.242487, 50.4513331)","(80.2428182, 50.4509341)"
,29.832,"(80.2415529, 50.4513025)","(80.2419558, 50.451381)"
,146.105,"(80.2415529, 50.4513025)","(80.2412296, 50.4510479)"
,32.594,"(80.2415529, 50.4513025)","(80.2414108, 50.4510992)"
,24.545,"(80.2419558, 50.451381)","(80.2422871, 50.451446)"
,120.92299999999997,"(80.2419558, 50.451381)","(80.2422871, 50.451446)"
,29.832,"(80.2419558, 50.451381)","(80.2415529, 50.4513025)"
Карагайлы мкр.,46.837,"(80.2380285, 50.4527361)","(80.2386413, 50.4528948)"
Карагайлы мкр.,45.097,"(80.2380285, 50.4527361)","(80.2374416, 50.4525785)"
,161.489,"(80.2380285, 50.4527361)","(80.2386925, 50.4513467)"
Железнодорожный пер.,148.123,"(80.2208805, 50.3905176)","(80.2221181, 50.3915386)"
Железнодорожный пер.,101.822,"(80.2208805, 50.3905176)","(80.2197106, 50.3900533)"
,99.37100000000001,"(80.2208805, 50.3905176)","(80.2200978, 50.3898353)"
Кривая улица,15.833,"(80.2168932, 50.4530896)","(80.2170624, 50.4531827)"
Би Боранбая,88.256,"(80.1600305, 50.4011088)","(80.1588184, 50.400927)"
,14.376,"(80.1600305, 50.4011088)","(80.1600567, 50.4009806)"
Би Боранбая,168.881,"(80.1588184, 50.400927)","(80.156499, 50.4005792)"
,15.589,"(80.1588184, 50.400927)","(80.1588445, 50.4007878)"
,113.379,"(80.2466657, 50.4087866)","(80.2454846, 50.4080988)"
,53.781,"(80.2466657, 50.4087866)","(80.2472119, 50.4084508)"
,38.812,"(80.2466657, 50.4087866)","(80.2462616, 50.4090175)"
,113.379,"(80.2454846, 50.4080988)","(80.2466657, 50.4087866)"
,39.321,"(80.2454846, 50.4080988)","(80.2450955, 50.4083509)"
,58.614,"(80.2454846, 50.4080988)","(80.2460646, 50.407723)"
улица Уранхаева,72.199,"(80.2462616, 50.4090175)","(80.2455016, 50.4085891)"
,38.812,"(80.2462616, 50.4090175)","(80.2466657, 50.4087866)"
,37.893,"(80.2462616, 50.4090175)","(80.245876, 50.409244)"
,33.729,"(80.2503473, 50.4104953)","(80.2501077, 50.4102332)"
,159.9,"(80.2503473, 50.4104953)","(80.2503473, 50.4104953)"
,159.9,"(80.2503473, 50.4104953)","(80.2503473, 50.4104953)"
,33.729,"(80.2501077, 50.4102332)","(80.2503473, 50.4104953)"
,7.66,"(80.2501077, 50.4102332)","(80.2500314, 50.410282)"
,39.746,"(80.2501077, 50.4102332)","(80.2505036, 50.40998)"
,84.277,"(80.2500314, 50.410282)","(80.2491918, 50.4108188)"
,7.66,"(80.2500314, 50.410282)","(80.2501077, 50.4102332)"
,49.005,"(80.2500314, 50.410282)","(80.2502453, 50.4099261)"
,49.004999999999995,"(80.2502453, 50.4099261)","(80.2500314, 50.410282)"
улица Ибраева,34.86,"(80.2488089, 50.4093492)","(80.2491495, 50.409123)"
улица Ибраева,33.933,"(80.2488089, 50.4093492)","(80.2484777, 50.4095696)"
,95.61000000000001,"(80.2488089, 50.4093492)","(80.2489364, 50.4100149)"
,95.61,"(80.2489364, 50.4100149)","(80.2488089, 50.4093492)"
улица Ибраева,49.991,"(80.2473549, 50.4103261)","(80.2478345, 50.4099964)"
улица Ибраева,56.98,"(80.2473549, 50.4103261)","(80.2468014, 50.4106978)"
,156.641,"(80.2473549, 50.4103261)","(80.2456761, 50.4094097)"
Шәкәрім даңғылы,76.482,"(80.2441497, 50.409493)","(80.243377, 50.4090128)"
Шәкәрім даңғылы,73.861,"(80.2441497, 50.409493)","(80.2449123, 50.4099458)"
,19.832,"(80.2441497, 50.409493)","(80.2442488, 50.4093262)"
,53.781,"(80.2472119, 50.4084508)","(80.2466657, 50.4087866)"
,41.46,"(80.2472119, 50.4084508)","(80.2476063, 50.4081754)"
,114.716,"(80.2472119, 50.4084508)","(80.2460646, 50.407723)"
,153.101,"(80.2472119, 50.4084508)","(80.2487838, 50.4088949)"
Бауыржан Момышұлы көшесі,113.173,"(80.2476063, 50.4081754)","(80.2464563, 50.4074692)"
Бауыржан Момышұлы көшесі,88.748,"(80.2476063, 50.4081754)","(80.2485081, 50.4087292)"
,41.46,"(80.2476063, 50.4081754)","(80.2472119, 50.4084508)"
Бауыржан Момышұлы көшесі,26.855,"(80.2487838, 50.4088949)","(80.2485081, 50.4087292)"
Бауыржан Момышұлы көшесі,36.262,"(80.2487838, 50.4088949)","(80.2491495, 50.409123)"
,153.101,"(80.2487838, 50.4088949)","(80.2472119, 50.4084508)"
,114.716,"(80.2460646, 50.407723)","(80.2472119, 50.4084508)"
,58.614,"(80.2460646, 50.407723)","(80.2454846, 50.4080988)"
,39.585,"(80.2460646, 50.407723)","(80.2464563, 50.4074692)"
улица Уранхаева,39.112,"(80.2450955, 50.4083509)","(80.2455016, 50.4085891)"
улица Уранхаева,34.178,"(80.2450955, 50.4083509)","(80.2447407, 50.4081427)"
,39.321,"(80.2450955, 50.4083509)","(80.2454846, 50.4080988)"
Бауыржан Момышұлы көшесі,37.405,"(80.2464563, 50.4074692)","(80.2460762, 50.4072358)"
Бауыржан Момышұлы көшесі,113.173,"(80.2464563, 50.4074692)","(80.2476063, 50.4081754)"
,39.585,"(80.2464563, 50.4074692)","(80.2460646, 50.407723)"
,36.031,"(80.2471447, 50.4069927)","(80.2475095, 50.4072184)"
,57.42,"(80.2450606, 50.4070149)","(80.2456754, 50.4069873)"
Бауыржан Момышұлы көшесі,56.345,"(80.2456754, 50.4069873)","(80.2451056, 50.4066339)"
Бауыржан Момышұлы көшесі,39.627,"(80.2456754, 50.4069873)","(80.2460762, 50.4072358)"
,55.99,"(80.2456754, 50.4069873)","(80.2461952, 50.4066081)"
,57.42,"(80.2456754, 50.4069873)","(80.2450606, 50.4070149)"
,55.99,"(80.2461952, 50.4066081)","(80.2456754, 50.4069873)"
,59.584999999999994,"(80.2451599, 50.4061243)","(80.2452066, 50.4065333)"
ул. Чайжунусова,38.972,"(80.2468886, 50.4066566)","(80.2472667, 50.4064021)"
ул. Чайжунусова,86.386,"(80.2468886, 50.4066566)","(80.2460762, 50.4072358)"
,31.035,"(80.2468886, 50.4066566)","(80.2465901, 50.4064538)"
,31.035,"(80.2465901, 50.4064538)","(80.2468886, 50.4066566)"
,50.183,"(80.2465901, 50.4064538)","(80.2470521, 50.406114)"
,86.53699999999998,"(80.2465901, 50.4064538)","(80.2460074, 50.4060388)"
Мәңгілік Ел көшесі,125.814,"(80.2470521, 50.406114)","(80.2457625, 50.4053364)"
,50.183,"(80.2470521, 50.406114)","(80.2465901, 50.4064538)"
Мәңгілік Ел көшесі,161.92000000000002,"(80.2470521, 50.406114)","(80.2486323, 50.4054805)"
,68.05199999999999,"(80.250535, 50.407868)","(80.2497614, 50.4078037)"
,37.093,"(80.2478546, 50.4078267)","(80.2481961, 50.4075739)"
,138.453,"(80.2478546, 50.4078267)","(80.2485081, 50.4087292)"
,92.597,"(80.2478546, 50.4078267)","(80.2475095, 50.4072184)"
,37.093,"(80.2481961, 50.4075739)","(80.2478546, 50.4078267)"
,74.989,"(80.2481961, 50.4075739)","(80.2478593, 50.4070021)"
,139.369,"(80.2481961, 50.4075739)","(80.2497614, 50.4078037)"
,34.54,"(80.2478593, 50.4070021)","(80.2475095, 50.4072184)"
,31.184,"(80.2478593, 50.4070021)","(80.2481889, 50.4068163)"
,74.989,"(80.2478593, 50.4070021)","(80.2481961, 50.4075739)"
Мәңгілік Ел көшесі,129.044,"(80.2497614, 50.4078037)","(80.2484643, 50.4069892)"
Мәңгілік Ел көшесі,77.172,"(80.2497614, 50.4078037)","(80.2505371, 50.4082908)"
,139.369,"(80.2497614, 50.4078037)","(80.2481961, 50.4075739)"
,68.05199999999999,"(80.2497614, 50.4078037)","(80.250535, 50.407868)"
Бауыржан Момышұлы көшесі,88.748,"(80.2485081, 50.4087292)","(80.2476063, 50.4081754)"
Бауыржан Момышұлы көшесі,26.855,"(80.2485081, 50.4087292)","(80.2487838, 50.4088949)"
,138.453,"(80.2485081, 50.4087292)","(80.2478546, 50.4078267)"
,36.031,"(80.2475095, 50.4072184)","(80.2471447, 50.4069927)"
,34.54,"(80.2475095, 50.4072184)","(80.2478593, 50.4070021)"
,92.597,"(80.2475095, 50.4072184)","(80.2478546, 50.4078267)"
,31.184,"(80.2481889, 50.4068163)","(80.2478593, 50.4070021)"
Мәңгілік Ел көшесі,73.353,"(80.2481889, 50.4068163)","(80.2474411, 50.4063602)"
Мәңгілік Ел көшесі,27.396,"(80.2481889, 50.4068163)","(80.2484643, 50.4069892)"
,129.198,"(80.2481889, 50.4068163)","(80.2494642, 50.4059896)"
Қайым Мұхамедханов көшесі,137.14,"(80.2494642, 50.4059896)","(80.2508638, 50.4068413)"
Қайым Мұхамедханов көшесі,4.331,"(80.2494642, 50.4059896)","(80.24942, 50.4059627)"
,129.198,"(80.2494642, 50.4059896)","(80.2481889, 50.4068163)"
Қайым Мұхамедханов көшесі,16.928,"(80.2508638, 50.4068413)","(80.2510366, 50.4069464)"
Қайым Мұхамедханов көшесі,137.14,"(80.2508638, 50.4068413)","(80.2494642, 50.4059896)"
,220.89900000000006,"(80.2508638, 50.4068413)","(80.2484643, 50.4069892)"
Мәңгілік Ел көшесі,27.396,"(80.2484643, 50.4069892)","(80.2481889, 50.4068163)"
Мәңгілік Ел көшесі,129.044,"(80.2484643, 50.4069892)","(80.2497614, 50.4078037)"
,220.899,"(80.2484643, 50.4069892)","(80.2508638, 50.4068413)"
ул. Севастопольская,64.114,"(80.2684588, 50.4290779)","(80.2690944, 50.4286674)"
ул. Севастопольская,11.264,"(80.2684588, 50.4290779)","(80.2683471, 50.42915)"
,167.52,"(80.2684588, 50.4290779)","(80.2701689, 50.4284688)"
ул. Морозова,70.522,"(80.2701689, 50.4284688)","(80.2708449, 50.4289344)"
ул. Морозова,36.823,"(80.2701689, 50.4284688)","(80.2698159, 50.4282257)"
,167.52000000000004,"(80.2701689, 50.4284688)","(80.2684588, 50.4290779)"
,68.862,"(80.2565845, 50.4182852)","(80.2559015, 50.4178446)"
,115.647,"(80.2565845, 50.4182852)","(80.2559015, 50.4178446)"
,30.653,"(80.2565845, 50.4182852)","(80.2563074, 50.4184969)"
,68.862,"(80.2559015, 50.4178446)","(80.2565845, 50.4182852)"
,115.64700000000002,"(80.2559015, 50.4178446)","(80.2565845, 50.4182852)"
,32.022,"(80.2559015, 50.4178446)","(80.2556069, 50.418063)"
Байсеитова,40.58,"(80.2563074, 50.4184969)","(80.2567182, 50.4187512)"
Байсеитова,27.493,"(80.2563074, 50.4184969)","(80.2560291, 50.4183246)"
,30.653,"(80.2563074, 50.4184969)","(80.2565845, 50.4182852)"
Байсеитова,24.901,"(80.2556069, 50.418063)","(80.2558589, 50.4182191)"
Байсеитова,51.967,"(80.2556069, 50.418063)","(80.2550809, 50.4177373)"
,32.022,"(80.2556069, 50.418063)","(80.2559015, 50.4178446)"
Пристанская,55.569,"(80.2380782, 50.4279071)","(80.2386305, 50.428262)"
Пристанская,100.436,"(80.2380782, 50.4279071)","(80.236961, 50.4277557)"
,123.791,"(80.2380782, 50.4279071)","(80.2368475, 50.4286972)"
,66.438,"(80.2368475, 50.4286972)","(80.2362603, 50.4282313)"
,123.791,"(80.2368475, 50.4286972)","(80.2380782, 50.4279071)"
,33.993,"(80.2368475, 50.4286972)","(80.2366739, 50.4289315)"
Пристанская,39.461,"(80.236961, 50.4277557)","(80.2365595, 50.4275097)"
,72.529,"(80.236961, 50.4277557)","(80.2362603, 50.4282313)"
Пристанская,100.43599999999999,"(80.236961, 50.4277557)","(80.2380782, 50.4279071)"
,72.529,"(80.2362603, 50.4282313)","(80.236961, 50.4277557)"
,66.438,"(80.2362603, 50.4282313)","(80.2368475, 50.4286972)"
,32.809,"(80.2362603, 50.4282313)","(80.2358097, 50.4282501)"
20 квартал,20.28,"(80.2366739, 50.4289315)","(80.2364731, 50.4288015)"
20 квартал,26.182,"(80.2366739, 50.4289315)","(80.2369332, 50.4290993)"
,33.993,"(80.2366739, 50.4289315)","(80.2368475, 50.4286972)"
20 квартал,59.323,"(80.2364731, 50.4288015)","(80.2358856, 50.4284213)"
,209.305,"(80.2364731, 50.4288015)","(80.2358856, 50.4284213)"
20 квартал,20.28,"(80.2364731, 50.4288015)","(80.2366739, 50.4289315)"
,90.035,"(80.2536195, 50.4112901)","(80.2544963, 50.4107041)"
,85.738,"(80.2569187, 50.4084116)","(80.2560113, 50.4079016)"
ул. Дулатова,36.178,"(80.2560113, 50.4079016)","(80.2556427, 50.4081267)"
,85.738,"(80.2560113, 50.4079016)","(80.2569187, 50.4084116)"
ул. Дулатова,35.08,"(80.2560113, 50.4079016)","(80.2563976, 50.4077054)"
,81.232,"(80.2587855, 50.4081107)","(80.25764, 50.4080838)"
ул. Жумабаева,44.331,"(80.25764, 50.4080838)","(80.2576736, 50.4076857)"
,81.232,"(80.25764, 50.4080838)","(80.2587855, 50.4081107)"
ул. Жумабаева,130.223,"(80.25764, 50.4080838)","(80.2574248, 50.4092271)"
улица Мангелик Ел,33.649,"(80.2544963, 50.4107041)","(80.2548397, 50.4109131)"
улица Мангелик Ел,140.786,"(80.2544963, 50.4107041)","(80.2530596, 50.4098296)"
,90.035,"(80.2544963, 50.4107041)","(80.2536195, 50.4112901)"
,77.638,"(80.2535364, 50.4125515)","(80.2527988, 50.4130678)"
улица Уранхаева,112.13,"(80.2527988, 50.4130678)","(80.2539219, 50.4137782)"
улица Уранхаева,59.831,"(80.2527988, 50.4130678)","(80.2521996, 50.4126887)"
,77.638,"(80.2527988, 50.4130678)","(80.2535364, 50.4125515)"
улица Кабанбай Батыра,24.022,"(80.2337816, 50.4310299)","(80.2335406, 50.4311819)"
улица Кабанбай Батыра,193.552,"(80.2337816, 50.4310299)","(80.2357235, 50.4298053)"
,128.251,"(80.2337816, 50.4310299)","(80.2324761, 50.4302307)"
улица Шугаева,80.816,"(80.2324761, 50.4302307)","(80.2332832, 50.429717)"
улица Шугаева,8.357,"(80.2324761, 50.4302307)","(80.2323926, 50.4302838)"
,128.251,"(80.2324761, 50.4302307)","(80.2337816, 50.4310299)"
,313.207,"(80.1983124, 50.3967383)","(80.1942461, 50.395646)"
,402.865,"(80.1942461, 50.395646)","(80.1915801, 50.3986276)"
,171.102,"(80.1942461, 50.395646)","(80.195863, 50.3945035)"
,313.207,"(80.1942461, 50.395646)","(80.1983124, 50.3967383)"
,37.71,"(80.2354686, 50.3826747)","(80.2351472, 50.3829449)"
,79.843,"(80.2354686, 50.3826747)","(80.2361491, 50.3821026)"
,118.753,"(80.2354686, 50.3826747)","(80.2340636, 50.3821205)"
,20.794,"(80.2340636, 50.3821205)","(80.2343371, 50.382053)"
,118.753,"(80.2340636, 50.3821205)","(80.2354686, 50.3826747)"
,145.33400000000003,"(80.2340636, 50.3821205)","(80.2339286, 50.3809332)"
Лермонтова,39.567,"(80.2339286, 50.3809332)","(80.2334842, 50.380718)"
Лермонтова,99.949,"(80.2339286, 50.3809332)","(80.2350512, 50.3814768)"
,145.334,"(80.2339286, 50.3809332)","(80.2340636, 50.3821205)"
Бауыржан Момышұлы көшесі,18.644,"(80.2628076, 50.417706)","(80.2626317, 50.4175813)"
,107.91900000000001,"(80.2628076, 50.417706)","(80.2626317, 50.4175813)"
Бауыржан Момышұлы көшесі,24.561,"(80.2628076, 50.417706)","(80.2630317, 50.4178744)"
Бауыржан Момышұлы көшесі,48.581,"(80.2626317, 50.4175813)","(80.2621738, 50.4172561)"
Бауыржан Момышұлы көшесі,18.644,"(80.2626317, 50.4175813)","(80.2628076, 50.417706)"
,107.91900000000001,"(80.2626317, 50.4175813)","(80.2628076, 50.417706)"
Гоголя,39.205,"(80.2639097, 50.4154259)","(80.2643115, 50.4151835)"
Гоголя,57.929,"(80.2639097, 50.4154259)","(80.2633159, 50.415784)"
,79.56,"(80.2639097, 50.4154259)","(80.2633159, 50.415784)"
Гоголя,57.929,"(80.2633159, 50.415784)","(80.2639097, 50.4154259)"
,79.56,"(80.2633159, 50.415784)","(80.2639097, 50.4154259)"
Гоголя,29.247,"(80.2633159, 50.415784)","(80.2630161, 50.4159648)"
,99.12599999999999,"(80.2648419, 50.4083158)","(80.2645149, 50.409162)"
улица А. Найманбаева,41.81,"(80.2645149, 50.409162)","(80.263925, 50.4091689)"
улица А. Найманбаева,83.373,"(80.2645149, 50.409162)","(80.2656914, 50.4091588)"
,99.126,"(80.2645149, 50.409162)","(80.2648419, 50.4083158)"
,70.086,"(80.2666953, 50.4084919)","(80.2657071, 50.4085173)"
Тукая,103.335,"(80.2657071, 50.4085173)","(80.2657299, 50.4075881)"
Тукая,71.34,"(80.2657071, 50.4085173)","(80.2656914, 50.4091588)"
,70.086,"(80.2657071, 50.4085173)","(80.2666953, 50.4084919)"
,84.38799999999999,"(80.2600515, 50.4151581)","(80.260756, 50.4145734)"
улица Мангилик Ел,108.197,"(80.260756, 50.4145734)","(80.2618605, 50.4152453)"
улица Мангилик Ел,60.55,"(80.260756, 50.4145734)","(80.2601509, 50.4141889)"
,84.38799999999999,"(80.260756, 50.4145734)","(80.2600515, 50.4151581)"
,89.512,"(80.2606523, 50.4117311)","(80.2619154, 50.4117413)"
улица Посмакова,24.321,"(80.2619154, 50.4117413)","(80.2619108, 50.4115226)"
улица Посмакова,139.651,"(80.2619154, 50.4117413)","(80.2619415, 50.4129971)"
,89.512,"(80.2619154, 50.4117413)","(80.2606523, 50.4117311)"
улица Герцена,18.276,"(80.2493167, 50.4160182)","(80.2491321, 50.4159034)"
,209.238,"(80.2493167, 50.4160182)","(80.2491321, 50.4159034)"
улица Герцена,9.333,"(80.2493167, 50.4160182)","(80.249411, 50.4160768)"
улица Герцена,53.938,"(80.2491321, 50.4159034)","(80.2485873, 50.4155646)"
улица Герцена,18.276,"(80.2491321, 50.4159034)","(80.2493167, 50.4160182)"
,209.238,"(80.2491321, 50.4159034)","(80.2493167, 50.4160182)"
,96.128,"(80.2558485, 50.4157734)","(80.2569366, 50.4156286)"
улица Уранхаева,37.916,"(80.2569366, 50.4156286)","(80.2572995, 50.4158792)"
улица Уранхаева,125.095,"(80.2569366, 50.4156286)","(80.2556689, 50.4148456)"
,96.128,"(80.2569366, 50.4156286)","(80.2558485, 50.4157734)"
,76.754,"(80.2512136, 50.4207826)","(80.2520431, 50.4204471)"
Аймаутова (Пролетарская),14.511,"(80.2520431, 50.4204471)","(80.2521882, 50.4205392)"
Аймаутова (Пролетарская),76.042,"(80.2520431, 50.4204471)","(80.2512828, 50.4199644)"
,76.75399999999999,"(80.2520431, 50.4204471)","(80.2512136, 50.4207826)"
,17.991,"(80.3301452, 50.391395)","(80.3300714, 50.3912402)"
,38.768,"(80.3301452, 50.391395)","(80.3303319, 50.3917227)"
,290.703,"(80.3301452, 50.391395)","(80.3261444, 50.3919686)"
,125.98899999999999,"(80.3301452, 50.391395)","(80.3318987, 50.3912257)"
,96.893,"(80.2241528, 50.3767771)","(80.2249467, 50.3760679)"
ул. Культурная,92.884,"(80.2249467, 50.3760679)","(80.22596, 50.3765972)"
ул. Культурная,231.146,"(80.2249467, 50.3760679)","(80.22244, 50.3747392)"
,96.893,"(80.2249467, 50.3760679)","(80.2241528, 50.3767771)"
40 квартал,12.177,"(80.2327734, 50.4293792)","(80.2326447, 50.4293066)"
40 квартал,5.318,"(80.2327734, 50.4293792)","(80.23282, 50.4294167)"
,92.288,"(80.2327734, 50.4293792)","(80.2318381, 50.429957)"
40 квартал,20.853,"(80.2324197, 50.4291792)","(80.2322092, 50.4290481)"
40 квартал,21.324,"(80.2324197, 50.4291792)","(80.2326447, 50.4293066)"
,90.715,"(80.2324197, 50.4291792)","(80.2315253, 50.4297631)"
,51.857,"(80.2315253, 50.4297631)","(80.2309313, 50.4294905)"
,90.715,"(80.2315253, 50.4297631)","(80.2324197, 50.4291792)"
,30.93,"(80.2315253, 50.4297631)","(80.2318381, 50.429957)"
,64.549,"(80.2085879, 50.4609072)","(80.2085495, 50.4614815)"
,71.33,"(80.2085879, 50.4609072)","(80.2080604, 50.4603615)"
,147.908,"(80.2085879, 50.4609072)","(80.2070604, 50.4608739)"
19-я Линия,45.946,"(80.3072004, 50.3944782)","(80.3074773, 50.3948518)"
19-я Линия,84.378,"(80.3072004, 50.3944782)","(80.3067001, 50.3937897)"
,98.227,"(80.3072004, 50.3944782)","(80.3071645, 50.3937922)"
,27.57,"(80.3079611, 50.3939256)","(80.307595, 50.3938419)"
,98.227,"(80.3071645, 50.3937922)","(80.3072004, 50.3944782)"
,31.341,"(80.3071645, 50.3937922)","(80.307595, 50.3938419)"
,32.924,"(80.3071645, 50.3937922)","(80.3067001, 50.3937897)"
19-я Линия,79.625,"(80.3067001, 50.3937897)","(80.306208, 50.393146)"
19-я Линия,84.378,"(80.3067001, 50.3937897)","(80.3072004, 50.3944782)"
,32.924,"(80.3067001, 50.3937897)","(80.3071645, 50.3937922)"
,27.57,"(80.307595, 50.3938419)","(80.3079611, 50.3939256)"
,31.341,"(80.307595, 50.3938419)","(80.3071645, 50.3937922)"
,200.63,"(80.307595, 50.3938419)","(80.309726, 50.3934571)"
Горный заезд,222.48099999999997,"(80.2784869, 50.4630896)","(80.2766644, 50.4615588)"
Горный заезд,210.507,"(80.2784869, 50.4630896)","(80.2798713, 50.4647266)"
,223.761,"(80.2784869, 50.4630896)","(80.2781742, 50.4649468)"
,223.76099999999997,"(80.2781742, 50.4649468)","(80.2784869, 50.4630896)"
,175.87600000000003,"(80.257093, 50.4160323)","(80.2552845, 50.4162593)"
Шәкәрім даңғылы,83.229,"(80.2552845, 50.4162593)","(80.2544422, 50.4157376)"
Шәкәрім даңғылы,86.286,"(80.2552845, 50.4162593)","(80.2561577, 50.4168002)"
,175.876,"(80.2552845, 50.4162593)","(80.257093, 50.4160323)"
Шәкәрім даңғылы,75.667,"(80.2570473, 50.4173335)","(80.2562695, 50.4168672)"
Шәкәрім даңғылы,88.767,"(80.2570473, 50.4173335)","(80.2579598, 50.4178805)"
,127.70599999999999,"(80.2570473, 50.4173335)","(80.257777, 50.418026)"
Шәкәрім даңғылы,2.354,"(80.2579598, 50.4178805)","(80.257984, 50.417895)"
,20.724,"(80.2579598, 50.4178805)","(80.257777, 50.418026)"
Шәкәрім даңғылы,88.767,"(80.2579598, 50.4178805)","(80.2570473, 50.4173335)"
,20.724,"(80.257777, 50.418026)","(80.2579598, 50.4178805)"
,33.057,"(80.257777, 50.418026)","(80.2581149, 50.418231)"
,127.706,"(80.257777, 50.418026)","(80.2570473, 50.4173335)"
,33.057,"(80.2581149, 50.418231)","(80.257777, 50.418026)"
,17.724,"(80.228097, 50.4251021)","(80.2278468, 50.4251016)"
,98.835,"(80.228097, 50.4251021)","(80.228083, 50.4259909)"
,236.401,"(80.228097, 50.4251021)","(80.2297045, 50.4239645)"
улица Кутжанова,24.756,"(80.228083, 50.4259909)","(80.2277341, 50.4259782)"
,98.835,"(80.228083, 50.4259909)","(80.228097, 50.4251021)"
улица Кутжанова,133.03900000000002,"(80.228083, 50.4259909)","(80.2299467, 50.4260954)"
,247.158,"(80.3106025, 50.4361169)","(80.3090248, 50.4341343)"
,144.936,"(80.188517, 50.4126524)","(80.19056, 50.4126821)"
Усть-Каменогорская улица,42.756,"(80.3507316, 50.3891034)","(80.3513249, 50.3891724)"
Усть-Каменогорская улица,31.536,"(80.3507316, 50.3891034)","(80.350294, 50.3890525)"
,27.036,"(80.3507316, 50.3891034)","(80.3508335, 50.3888691)"
Шоптыгак,69.898,"(80.2104899, 50.3674113)","(80.2112728, 50.3677931)"
Шоптыгак,29.971,"(80.2104899, 50.3674113)","(80.2101542, 50.3672476)"
,82.918,"(80.2104899, 50.3674113)","(80.2115686, 50.3675564)"
