Название улицы,Длина,Начальные координаты,Конечные координаты
Турсунова,61.171,"(71.3756568, 42.9058197)","(71.3761032, 42.9053773)"
Турсунова,95.773,"(71.3756568, 42.9058197)","(71.3749927, 42.9065305)"
Турсунова,81.698,"(71.3756568, 42.9058197)","(71.3748315, 42.9054021)"
Токбергенова,54.345,"(71.3758845, 42.9038792)","(71.375764, 42.9033985)"
Токбергенова,70.415,"(71.3758845, 42.9038792)","(71.3750458, 42.9040328)"
,154.502,"(71.3758845, 42.9038792)","(71.3772728, 42.9041375)"
,28.676,"(71.3772728, 42.9041375)","(71.3776215, 42.9041019)"
,94.803,"(71.3772728, 42.9041375)","(71.3771169, 42.9032926)"
,154.502,"(71.3772728, 42.9041375)","(71.3758845, 42.9038792)"
Көшек Батыр,15.655,"(71.3774472, 42.9050239)","(71.3775372, 42.9048995)"
Көшек Батыр,297.947,"(71.3774472, 42.9050239)","(71.3758159, 42.9074222)"
Ярошбаева,100.89300000000001,"(71.3774472, 42.9050239)","(71.3785627, 42.9054116)"
Абай даңғылы,243.744,"(71.3824866, 42.9043986)","(71.3802197, 42.9029676)"
Абай даңғылы,40.112,"(71.3824866, 42.9043986)","(71.3828636, 42.9046307)"
Абая 1 переулок,12.105,"(71.3824866, 42.9043986)","(71.3823519, 42.9044446)"
Жамбыл даңғылы,77.719,"(71.3693804, 42.912162)","(71.3701506, 42.9125747)"
Жамбыл даңғылы,84.877,"(71.3693804, 42.912162)","(71.3685449, 42.9117057)"
Датова 1 переулок,209.884,"(71.3693804, 42.912162)","(71.370879, 42.9106264)"
Датова 1 переулок,111.373,"(71.370879, 42.9106264)","(71.3720015, 42.9111985)"
Датова 1 переулок,82.403,"(71.370879, 42.9106264)","(71.3700388, 42.9102135)"
Датова 1 переулок,119.357,"(71.370879, 42.9106264)","(71.3717425, 42.9097591)"
Датова 1 переулок,209.884,"(71.370879, 42.9106264)","(71.3693804, 42.912162)"
Датов,85.768,"(71.3709307, 42.9093028)","(71.371569, 42.9086893)"
Датов,124.623,"(71.3709307, 42.9093028)","(71.3700388, 42.9102135)"
Датова 1 переулок,83.34,"(71.3709307, 42.9093028)","(71.3717425, 42.9097591)"
Қойгелді,6.917,"(71.3694706, 42.9077108)","(71.3695458, 42.9077397)"
Қойгелді,112.08,"(71.3694706, 42.9077108)","(71.3682977, 42.9071836)"
Қажымұқан,99.474,"(71.3694706, 42.9077108)","(71.3687392, 42.9084269)"
Қажымұқан,123.589,"(71.3679144, 42.9096001)","(71.3669279, 42.9100773)"
Қажымұқан,146.757,"(71.3679144, 42.9096001)","(71.3687392, 42.9084269)"
Хаджи мукана 4 переулок,111.131,"(71.3679144, 42.9096001)","(71.3666819, 42.9091801)"
Қажымұқан,69.502,"(71.3669279, 42.9100773)","(71.3664288, 42.9105843)"
Қажымұқан,123.589,"(71.3669279, 42.9100773)","(71.3679144, 42.9096001)"
Хаджи мукана 4 переулок,145.097,"(71.3669279, 42.9100773)","(71.3666819, 42.9091801)"
Қойгелді,98.86,"(71.3695458, 42.9077397)","(71.3705735, 42.9082128)"
Қойгелді,6.917,"(71.3695458, 42.9077397)","(71.3694706, 42.9077108)"
Қажымұқан,96.14000000000001,"(71.3695458, 42.9077397)","(71.3698209, 42.9069158)"
Желтоқсан,56.967,"(71.3700956, 42.9051102)","(71.3707106, 42.9053542)"
Желтоқсан,62.367,"(71.3700956, 42.9051102)","(71.3694214, 42.9048443)"
Қажымұқан,102.049,"(71.3700956, 42.9051102)","(71.3699568, 42.9060223)"
Апсеметова,83.292,"(71.3725989, 42.907627)","(71.3734457, 42.908047)"
Апсеметова,91.552,"(71.3725989, 42.907627)","(71.3716606, 42.9071736)"
Датов,147.373,"(71.3725989, 42.907627)","(71.3736829, 42.9065658)"
Датов,100.225,"(71.3725989, 42.907627)","(71.3718864, 42.9083619)"
Апсеметова,83.292,"(71.3734457, 42.908047)","(71.3725989, 42.907627)"
Апсеметова,69.158,"(71.3734457, 42.908047)","(71.3739571, 42.9075505)"
Апсеметова,78.012,"(71.3734457, 42.908047)","(71.3728594, 42.9086018)"
Апсеметова,139.47199999999998,"(71.3734457, 42.908047)","(71.3749342, 42.908664)"
Көшек Батыр,67.12,"(71.3749342, 42.908664)","(71.3753265, 42.9081335)"
Көшек Батыр,148.589,"(71.3749342, 42.908664)","(71.3738169, 42.9097195)"
Апсеметова,139.47199999999998,"(71.3749342, 42.908664)","(71.3734457, 42.908047)"
Желтоқсан,101.581,"(71.371703, 42.9057557)","(71.372787, 42.9062075)"
Желтоқсан,31.22,"(71.371703, 42.9057557)","(71.3713705, 42.905616)"
Апсеметова,212.10399999999998,"(71.371703, 42.9057557)","(71.3716606, 42.9071736)"
Қойгелді,31.683,"(71.3705735, 42.9082128)","(71.3708921, 42.9083763)"
Қойгелді,98.86,"(71.3705735, 42.9082128)","(71.3695458, 42.9077397)"
Токбергенова,145.574,"(71.3705735, 42.9082128)","(71.3716606, 42.9071736)"
Апсеметова,91.552,"(71.3716606, 42.9071736)","(71.3725989, 42.907627)"
Токбергенова,141.268,"(71.3716606, 42.9071736)","(71.372787, 42.9062075)"
Токбергенова,145.574,"(71.3716606, 42.9071736)","(71.3705735, 42.9082128)"
Апсеметова,212.10399999999998,"(71.3716606, 42.9071736)","(71.371703, 42.9057557)"
Қойгелді,215.961,"(71.371569, 42.9086893)","(71.3738169, 42.9097195)"
Қойгелді,65.196,"(71.371569, 42.9086893)","(71.3708921, 42.9083763)"
Датов,44.65,"(71.371569, 42.9086893)","(71.3718864, 42.9083619)"
Датов,85.768,"(71.371569, 42.9086893)","(71.3709307, 42.9093028)"
Датов,124.623,"(71.3700388, 42.9102135)","(71.3709307, 42.9093028)"
Датов,205.751,"(71.3700388, 42.9102135)","(71.3685449, 42.9117057)"
Датова 1 переулок,82.403,"(71.3700388, 42.9102135)","(71.370879, 42.9106264)"
Көшек Батыр,63.396,"(71.3720015, 42.9111985)","(71.3725219, 42.9107745)"
Датова 1 переулок,111.373,"(71.3720015, 42.9111985)","(71.370879, 42.9106264)"
Көшек Батыр,14.165,"(71.3720015, 42.9111985)","(71.3718795, 42.9112892)"
Жамбыл даңғылы,84.877,"(71.3685449, 42.9117057)","(71.3693804, 42.912162)"
Жамбыл даңғылы,89.196,"(71.3685449, 42.9117057)","(71.3676399, 42.9112539)"
Датов,205.751,"(71.3685449, 42.9117057)","(71.3700388, 42.9102135)"
Бектұрғанов,83.47,"(71.3872053, 42.9022823)","(71.3871837, 42.9015318)"
Шерхан Мұртаза,14.123,"(71.3872053, 42.9022823)","(71.387095, 42.9023803)"
Бектұрғанов,189.114,"(71.3872053, 42.9022823)","(71.3882765, 42.9037341)"
Шерхан Мұртаза,52.948,"(71.3850694, 42.9038281)","(71.3855379, 42.903498)"
Шерхан Мұртаза көшесі,100.048,"(71.3850694, 42.9038281)","(71.3841871, 42.9044541)"
,148.619,"(71.3850694, 42.9038281)","(71.3844546, 42.9026094)"
Желтоқсан,93.206,"(71.381825, 42.90919)","(71.3828448, 42.9095704)"
Желтоқсан,155.93,"(71.381825, 42.90919)","(71.3800403, 42.9086823)"
Пушкин,188.842,"(71.381825, 42.90919)","(71.383272, 42.907863)"
Пушкин,409.82899999999995,"(71.381825, 42.90919)","(71.3787236, 42.9120905)"
Абай даңғылы,19.68,"(71.3850565, 42.9062206)","(71.3849047, 42.9060829)"
Абай даңғылы,148.861,"(71.3850565, 42.9062206)","(71.3862278, 42.9072483)"
Пушкин,10.674,"(71.3850565, 42.9062206)","(71.3849786, 42.9062978)"
Пушкин,15.981,"(71.3850565, 42.9062206)","(71.3851915, 42.9061163)"
Акбозова 1 переулок,229.57299999999998,"(71.3881952, 42.9066427)","(71.390922, 42.9071656)"
Акбозова 1 переулок,81.906,"(71.3881952, 42.9066427)","(71.3872732, 42.9063705)"
Курманбетова,133.20999999999998,"(71.3881952, 42.9066427)","(71.3883774, 42.9076325)"
